N,P,K,temperature,humidity,ph,rainfall,label
70,44,42,34.0,64.0,7.3,98.0,Jowar
64,80,52,27.0,65.0,7.4,88.0,Chickpea
52,62,38,33.0,70.0,6.9,104.0,Mungbean
64,70,48,24.0,62.0,7.5,86.0,Lentil
76,46,52,31.0,70.0,7.1,106.0,Pomegranate
54,42,84,29.0,67.0,6.7,118.0,Grapes
106,48,64,34.0,81.0,7.0,98.0,Muskmelon
46,36,40,22.0,71.0,6.5,144.0,Apple
110,60,86,30.0,82.0,6.8,172.0,Orange
136,58,144,34.0,99.0,6.7,346.0,Coconut
114,62,76,33.0,94.0,6.9,272.0,Jute
140,68,94,28.0,99.0,5.5,338.0,Tea
68,80,72,31.0,82.0,7.0,138.0,Soybean
76,56,48,30.0,75.0,6.6,118.0,Ragi
170,90,142,35.0,98.0,7.3,286.0,Banana
166,84,106,37.0,89.0,7.2,318.0,Sugarcane
142,78,72,34.0,97.0,6.7,322.0,Rice
126,72,62,31.0,82.0,6.9,154.0,Maize
70,84,56,28.0,67.0,7.5,94.0,Chickpea
62,76,46,26.0,74.0,6.8,140.0,Kidneybeans
66,72,50,33.0,78.0,7.2,126.0,Pigeonpeas
44,56,38,37.0,55.0,7.8,74.0,Mothbeans
58,66,42,34.0,72.0,7.0,112.0,Mungbean
64,70,48,35.0,76.0,7.3,124.0,Blackgram
70,74,52,25.0,64.0,7.6,92.0,Lentil
82,50,56,32.0,72.0,7.2,114.0,Pomegranate
176,94,148,36.0,99.0,7.4,302.0,Banana
100,52,74,33.0,81.0,7.0,220.0,Mango
60,46,90,30.0,69.0,6.8,126.0,Grapes
120,48,72,36.0,87.0,7.3,120.0,Watermelon
112,52,68,35.0,83.0,7.1,104.0,Muskmelon
52,40,44,23.0,73.0,6.6,152.0,Apple
116,64,92,31.0,84.0,6.9,180.0,Orange
136,74,110,37.0,94.0,7.1,208.0,Papaya
142,62,150,35.0,99.0,6.8,362.0,Coconut
132,74,90,35.0,76.0,7.7,150.0,Cotton
120,66,82,34.0,96.0,7.0,286.0,Jute
130,66,84,30.0,92.0,6.5,250.0,Coffee
172,88,112,38.0,91.0,7.3,334.0,Sugarcane
146,72,100,29.0,99.0,5.6,352.0,Tea
68,76,64,34.0,74.0,6.8,126.0,Groundnut
74,84,78,32.0,84.0,7.1,146.0,Soybean
120,76,102,35.0,96.0,6.9,232.0,Turmeric
112,64,56,26.0,68.0,7.2,110.0,Wheat
72,46,44,39.0,58.0,7.8,90.0,Bajra
82,60,52,31.0,77.0,6.7,126.0,Ragi
86,52,50,24.0,62.0,7.6,96.0,Mustard
90,56,54,36.0,68.0,7.5,118.0,Jowar
118,66,58,31.0,91.0,6.3,248.0,Rice
104,58,52,29.0,74.0,6.7,136.0,Maize
58,76,48,24.0,61.0,7.2,82.0,Chickpea
54,70,40,23.0,66.0,6.5,118.0,Kidneybeans
60,68,42,30.0,71.0,6.9,104.0,Pigeonpeas
36,48,30,34.0,48.0,7.4,58.0,Mothbeans
48,58,36,31.0,67.0,6.8,96.0,Mungbean
52,62,40,32.0,72.0,7.0,108.0,Blackgram
56,66,44,22.0,58.0,7.1,80.0,Lentil
68,40,48,29.0,63.0,6.8,92.0,Pomegranate
158,86,132,33.0,96.0,7.0,276.0,Banana
88,44,60,30.0,74.0,6.7,186.0,Mango
50,38,76,27.0,61.0,6.4,104.0,Grapes
102,42,60,33.0,79.0,6.9,96.0,Watermelon
96,46,56,32.0,76.0,6.7,88.0,Muskmelon
44,34,38,20.0,66.0,6.1,126.0,Apple
96,56,76,28.0,76.0,6.5,158.0,Orange
118,66,96,34.0,88.0,6.8,184.0,Papaya
126,54,136,32.0,96.0,6.4,318.0,Coconut
116,64,76,32.0,69.0,7.2,128.0,Cotton
104,58,68,31.0,91.0,6.6,244.0,Jute
114,58,72,27.0,86.0,6.1,214.0,Coffee
156,82,96,35.0,84.0,6.9,286.0,Sugarcane
128,64,88,26.0,96.0,5.2,308.0,Tea
56,66,54,31.0,67.0,6.5,104.0,Groundnut
62,74,66,29.0,76.0,6.8,124.0,Soybean
104,68,88,32.0,91.0,6.5,208.0,Turmeric
96,56,48,23.0,61.0,6.9,92.0,Wheat
58,40,36,36.0,52.0,7.4,72.0,Bajra
68,52,44,28.0,69.0,6.3,104.0,Ragi
72,46,42,21.0,54.0,7.1,74.0,Mustard
76,48,46,33.0,61.0,7.2,96.0,Jowar
132,74,66,33.0,95.0,6.6,286.0,Rice
116,64,58,30.0,79.0,6.8,148.0,Maize
64,82,52,26.0,65.0,7.4,90.0,Chickpea
58,74,44,25.0,70.0,6.7,128.0,Kidneybeans
62,70,46,31.0,74.0,7.0,116.0,Pigeonpeas
40,52,34,35.0,52.0,7.6,66.0,Mothbeans
54,62,40,32.0,70.0,6.9,104.0,Mungbean
58,66,44,33.0,74.0,7.1,116.0,Blackgram
62,70,48,24.0,62.0,7.3,88.0,Lentil
76,46,52,31.0,68.0,7.0,104.0,Pomegranate
168,92,142,35.0,98.0,7.2,294.0,Banana
94,48,68,32.0,78.0,6.9,204.0,Mango
56,42,84,29.0,66.0,6.6,118.0,Grapes
112,46,68,35.0,84.0,7.1,108.0,Watermelon
104,50,62,34.0,80.0,6.9,98.0,Muskmelon
48,38,42,22.0,70.0,6.3,140.0,Apple
106,60,84,30.0,80.0,6.7,170.0,Orange
128,72,104,36.0,92.0,7.0,196.0,Papaya
136,58,144,34.0,98.0,6.6,340.0,Coconut
124,70,84,34.0,73.0,7.5,142.0,Cotton
114,62,76,33.0,94.0,6.8,264.0,Jute
122,62,78,29.0,89.0,6.3,232.0,Coffee
166,86,104,37.0,88.0,7.1,312.0,Sugarcane
138,68,94,28.0,98.0,5.4,330.0,Tea
62,72,60,33.0,72.0,6.7,116.0,Groundnut
68,80,72,31.0,80.0,7.0,136.0,Soybean
114,72,96,34.0,94.0,6.7,220.0,Turmeric
104,60,52,25.0,66.0,7.1,102.0,Wheat
66,44,40,38.0,56.0,7.6,82.0,Bajra
76,56,48,30.0,74.0,6.5,116.0,Ragi
80,50,46,23.0,58.0,7.3,86.0,Mustard
84,52,50,35.0,66.0,7.4,108.0,Jowar
124,70,62,32.0,93.0,6.4,268.0,Rice
110,60,54,28.0,76.0,6.6,142.0,Maize
60,78,50,25.0,63.0,7.3,86.0,Chickpea
56,72,42,24.0,68.0,6.6,122.0,Kidneybeans
61,69,44,29.0,72.0,6.8,110.0,Pigeonpeas
38,50,32,36.0,50.0,7.5,62.0,Mothbeans
52,60,38,30.0,69.0,6.8,100.0,Mungbean
56,64,42,31.0,73.0,7.0,112.0,Blackgram
60,68,46,23.0,60.0,7.2,84.0,Lentil
72,44,50,30.0,66.0,6.9,98.0,Pomegranate
162,88,136,34.0,97.0,7.1,284.0,Banana
90,46,64,31.0,76.0,6.8,196.0,Mango
54,40,80,28.0,64.0,6.5,112.0,Grapes
108,44,64,34.0,82.0,7.0,102.0,Watermelon
100,48,60,33.0,78.0,6.8,94.0,Muskmelon
46,36,40,21.0,68.0,6.2,134.0,Apple
100,58,80,29.0,78.0,6.6,164.0,Orange
122,68,100,35.0,90.0,6.9,190.0,Papaya
130,56,140,33.0,97.0,6.5,328.0,Coconut
120,68,80,33.0,71.0,7.4,136.0,Cotton
108,60,72,32.0,92.0,6.7,254.0,Jute
118,60,76,28.0,87.0,6.2,224.0,Coffee
160,84,100,36.0,86.0,7.0,300.0,Sugarcane
132,66,90,27.0,97.0,5.3,320.0,Tea
60,70,58,32.0,70.0,6.6,110.0,Groundnut
66,78,70,30.0,78.0,6.9,130.0,Soybean
108,70,92,33.0,92.0,6.6,214.0,Turmeric
100,58,50,24.0,64.0,7.0,98.0,Wheat
62,42,38,37.0,54.0,7.5,78.0,Bajra
72,54,46,29.0,72.0,6.4,110.0,Ragi
76,48,44,22.0,56.0,7.2,82.0,Mustard
80,50,48,34.0,64.0,7.3,104.0,Jowar
146,82,74,37.0,99.0,6.8,326.0,Rice
128,70,64,33.0,85.0,7.1,168.0,Maize
72,88,58,29.0,70.0,7.6,102.0,Chickpea
66,80,50,28.0,75.0,7.0,142.0,Kidneybeans
70,76,52,34.0,79.0,7.2,128.0,Pigeonpeas
48,58,40,39.0,57.0,7.9,76.0,Mothbeans
62,68,44,35.0,75.0,7.1,116.0,Mungbean
66,72,48,36.0,79.0,7.4,128.0,Blackgram
70,76,54,26.0,67.0,7.6,100.0,Lentil
84,52,58,34.0,73.0,7.3,118.0,Pomegranate
182,98,154,38.0,99.0,7.5,338.0,Banana
106,56,74,35.0,83.0,7.2,236.0,Mango
64,48,94,32.0,71.0,6.9,134.0,Grapes
124,52,76,38.0,89.0,7.4,122.0,Watermelon
116,56,70,37.0,85.0,7.2,112.0,Muskmelon
56,44,48,24.0,75.0,6.6,156.0,Apple
118,66,92,33.0,85.0,7.0,188.0,Orange
142,78,116,39.0,95.0,7.2,218.0,Papaya
150,64,158,37.0,99.0,6.9,376.0,Coconut
138,76,94,37.0,78.0,7.8,158.0,Cotton
128,70,86,36.0,98.0,7.1,298.0,Jute
136,70,88,32.0,94.0,6.6,262.0,Coffee
180,94,120,40.0,93.0,7.4,348.0,Sugarcane
152,76,104,31.0,99.0,5.7,366.0,Tea
72,78,66,36.0,77.0,7.0,132.0,Groundnut
78,86,82,34.0,86.0,7.3,154.0,Soybean
128,80,108,37.0,97.0,7.0,248.0,Turmeric
118,68,60,28.0,71.0,7.3,118.0,Wheat
76,50,46,41.0,60.0,7.9,98.0,Bajra
86,62,54,33.0,79.0,6.8,132.0,Ragi
90,56,52,25.0,63.0,7.6,100.0,Mustard
94,58,56,38.0,70.0,7.7,124.0,Jowar
150,86,78,38.0,99.0,6.9,342.0,Rice
132,74,68,34.0,87.0,7.2,176.0,Maize
76,92,62,30.0,72.0,7.7,108.0,Chickpea
70,84,54,29.0,77.0,7.1,148.0,Kidneybeans
74,80,56,35.0,81.0,7.3,134.0,Pigeonpeas
52,62,44,40.0,59.0,8.0,82.0,Mothbeans
66,72,48,36.0,77.0,7.2,122.0,Mungbean
70,76,52,37.0,81.0,7.5,134.0,Blackgram
74,80,58,27.0,69.0,7.7,106.0,Lentil
88,56,62,35.0,75.0,7.4,124.0,Pomegranate
188,102,160,39.0,99.0,7.6,356.0,Banana
110,60,78,36.0,85.0,7.3,248.0,Mango
68,52,98,33.0,73.0,7.0,140.0,Grapes
128,56,80,39.0,91.0,7.5,128.0,Watermelon
120,60,74,38.0,87.0,7.3,118.0,Muskmelon
60,48,52,25.0,77.0,6.7,162.0,Apple
122,70,96,34.0,87.0,7.1,194.0,Orange
148,82,122,40.0,96.0,7.3,226.0,Papaya
156,68,164,38.0,99.0,7.0,392.0,Coconut
144,80,98,38.0,80.0,7.9,164.0,Cotton
134,74,90,37.0,99.0,7.2,314.0,Jute
142,74,92,33.0,96.0,6.7,278.0,Coffee
186,98,126,41.0,95.0,7.5,364.0,Sugarcane
158,80,110,32.0,99.0,5.8,382.0,Tea
76,82,70,37.0,79.0,7.1,138.0,Groundnut
82,90,86,35.0,88.0,7.4,160.0,Soybean
134,84,114,38.0,98.0,7.1,262.0,Turmeric
124,72,64,29.0,73.0,7.4,124.0,Wheat
80,54,50,42.0,62.0,8.0,104.0,Bajra
90,66,58,34.0,81.0,6.9,138.0,Ragi
94,60,56,26.0,65.0,7.7,106.0,Mustard
98,62,60,39.0,72.0,7.8,130.0,Jowar
112,58,52,29.0,88.0,6.1,245.0,Rice
96,52,44,26.0,72.0,6.4,118.0,Maize
48,66,42,22.0,58.0,7.0,72.0,Chickpea
38,58,32,21.0,64.0,6.3,108.0,Kidneybeans
42,54,36,28.0,68.0,6.7,96.0,Pigeonpeas
26,38,24,32.0,46.0,7.3,52.0,Mothbeans
34,48,28,29.0,62.0,6.5,84.0,Mungbean
40,52,30,30.0,66.0,6.8,92.0,Blackgram
44,56,34,20.0,54.0,7.1,68.0,Lentil
56,32,38,27.0,61.0,6.7,82.0,Pomegranate
148,74,118,31.0,90.0,6.9,238.0,Banana
72,34,54,28.0,71.0,6.5,168.0,Mango
36,28,62,25.0,59.0,6.3,94.0,Grapes
92,30,52,31.0,78.0,6.8,88.0,Watermelon
84,34,48,30.0,74.0,6.6,76.0,Muskmelon
28,22,26,18.0,63.0,6.1,116.0,Apple
88,46,64,26.0,74.0,6.4,142.0,Orange
108,56,82,32.0,84.0,6.6,154.0,Papaya
114,44,122,30.0,92.0,6.3,294.0,Coconut
104,56,62,30.0,66.0,7.2,112.0,Cotton
92,48,54,29.0,87.0,6.5,226.0,Jute
102,48,56,25.0,82.0,6.0,198.0,Coffee
142,68,84,33.0,81.0,6.8,265.0,Sugarcane
118,54,72,24.0,91.0,5.1,285.0,Tea
42,58,46,29.0,64.0,6.3,96.0,Groundnut
48,66,54,27.0,74.0,6.6,108.0,Soybean
92,58,74,30.0,86.0,6.4,176.0,Turmeric
84,46,38,21.0,58.0,6.7,78.0,Wheat
46,28,26,34.0,48.0,7.3,58.0,Bajra
54,42,34,26.0,67.0,6.2,92.0,Ragi
58,34,32,19.0,52.0,7.1,64.0,Mustard
62,38,36,31.0,58.0,7.0,86.0,Jowar
105,54,48,28.0,86.0,5.9,232.0,Rice
90,48,42,25.0,69.0,6.2,108.0,Maize
42,62,38,23.0,56.0,6.9,66.0,Chickpea
34,54,28,20.0,61.0,6.1,102.0,Kidneybeans
38,50,32,27.0,65.0,6.5,90.0,Pigeonpeas
22,34,20,31.0,43.0,7.1,48.0,Mothbeans
30,44,24,28.0,60.0,6.3,80.0,Mungbean
36,48,28,29.0,64.0,6.6,88.0,Blackgram
40,52,30,19.0,52.0,6.9,62.0,Lentil
50,28,34,26.0,58.0,6.5,76.0,Pomegranate
138,70,112,30.0,88.0,6.7,224.0,Banana
66,30,50,27.0,68.0,6.3,154.0,Mango
32,24,58,24.0,56.0,6.1,88.0,Grapes
86,26,48,30.0,74.0,6.6,82.0,Watermelon
78,30,44,29.0,70.0,6.4,70.0,Muskmelon
24,18,22,17.0,60.0,5.9,108.0,Apple
82,42,58,25.0,70.0,6.2,136.0,Orange
100,52,76,31.0,82.0,6.4,148.0,Papaya
108,40,116,29.0,90.0,6.1,282.0,Coconut
98,52,58,29.0,62.0,7.0,106.0,Cotton
86,44,50,28.0,84.0,6.3,214.0,Jute
96,44,52,24.0,80.0,5.8,186.0,Coffee
134,64,78,32.0,78.0,6.6,252.0,Sugarcane
112,50,68,23.0,89.0,4.9,274.0,Tea
38,54,42,28.0,60.0,6.1,90.0,Groundnut
44,62,50,26.0,70.0,6.4,102.0,Soybean
86,54,68,29.0,84.0,6.2,168.0,Turmeric
78,42,34,20.0,54.0,6.5,72.0,Wheat
42,24,22,33.0,44.0,7.1,52.0,Bajra
50,38,30,25.0,64.0,6.0,86.0,Ragi
54,30,28,18.0,48.0,6.9,58.0,Mustard
58,34,32,30.0,54.0,6.8,80.0,Jowar
118,62,56,30.0,89.0,6.3,258.0,Rice
102,56,46,27.0,74.0,6.5,124.0,Maize
46,68,40,24.0,59.0,7.1,74.0,Chickpea
40,60,30,22.0,66.0,6.4,112.0,Kidneybeans
44,56,34,29.0,70.0,6.8,98.0,Pigeonpeas
28,40,22,33.0,47.0,7.4,54.0,Mothbeans
36,50,26,30.0,63.0,6.6,88.0,Mungbean
42,54,32,31.0,68.0,6.9,96.0,Blackgram
48,58,36,21.0,56.0,7.2,70.0,Lentil
60,34,40,28.0,64.0,6.8,86.0,Pomegranate
152,78,124,32.0,92.0,7.0,246.0,Banana
76,36,58,29.0,73.0,6.6,176.0,Mango
38,30,66,26.0,61.0,6.4,98.0,Grapes
96,32,56,32.0,79.0,6.9,92.0,Watermelon
88,36,50,31.0,75.0,6.7,80.0,Muskmelon
30,24,28,19.0,65.0,6.2,122.0,Apple
92,48,68,27.0,76.0,6.5,148.0,Orange
112,58,86,33.0,86.0,6.7,162.0,Papaya
118,46,126,31.0,93.0,6.4,306.0,Coconut
108,58,66,31.0,68.0,7.3,118.0,Cotton
96,50,58,30.0,88.0,6.6,234.0,Jute
106,50,60,26.0,84.0,6.1,206.0,Coffee
148,72,88,34.0,83.0,6.9,272.0,Sugarcane
122,56,76,25.0,93.0,5.2,292.0,Tea
44,60,48,30.0,66.0,6.4,98.0,Groundnut
50,68,56,28.0,76.0,6.7,114.0,Soybean
96,60,78,31.0,88.0,6.5,182.0,Turmeric
88,48,40,22.0,60.0,6.8,82.0,Wheat
48,30,28,35.0,50.0,7.4,62.0,Bajra
58,44,36,27.0,69.0,6.3,96.0,Ragi
62,36,34,20.0,54.0,7.2,68.0,Mustard
66,40,38,32.0,60.0,7.1,90.0,Jowar
40,54,30,31.0,66.0,6.7,92.0,Mungbean
52,62,40,22.0,58.0,7.3,74.0,Lentil
94,40,56,32.0,77.0,6.8,86.0,Muskmelon
46,58,36,32.0,70.0,7.0,102.0,Blackgram
98,52,74,28.0,78.0,6.6,156.0,Orange
102,54,64,31.0,90.0,6.7,246.0,Jute
48,60,38,30.0,72.0,6.9,104.0,Pigeonpeas
124,66,60,32.0,92.0,6.5,276.0,Rice
108,60,50,29.0,78.0,6.8,132.0,Maize
52,72,44,26.0,62.0,7.3,80.0,Chickpea
44,64,34,24.0,68.0,6.6,120.0,Kidneybeans
48,60,38,31.0,74.0,7.0,106.0,Pigeonpeas
32,44,26,35.0,50.0,7.6,60.0,Mothbeans
40,54,30,32.0,66.0,6.8,96.0,Mungbean
46,58,36,33.0,72.0,7.1,104.0,Blackgram
52,62,40,23.0,59.0,7.4,76.0,Lentil
64,38,44,30.0,68.0,7.0,94.0,Pomegranate
158,82,130,34.0,95.0,7.2,260.0,Banana
80,40,62,31.0,76.0,6.8,184.0,Mango
42,34,70,28.0,64.0,6.6,106.0,Grapes
100,36,60,34.0,82.0,7.1,100.0,Watermelon
92,40,54,33.0,79.0,6.9,88.0,Muskmelon
34,28,32,21.0,69.0,6.4,130.0,Apple
96,52,72,29.0,80.0,6.7,160.0,Orange
116,62,90,35.0,90.0,6.9,172.0,Papaya
124,50,132,33.0,96.0,6.6,322.0,Coconut
112,62,70,33.0,72.0,7.5,126.0,Cotton
100,54,62,32.0,91.0,6.8,248.0,Jute
110,54,64,28.0,88.0,6.3,218.0,Coffee
152,76,92,36.0,86.0,7.1,284.0,Sugarcane
126,60,80,27.0,96.0,5.4,304.0,Tea
48,64,52,32.0,70.0,6.6,106.0,Groundnut
54,72,60,30.0,80.0,6.9,122.0,Soybean
100,64,82,33.0,92.0,6.7,194.0,Turmeric
92,52,44,24.0,64.0,7.0,90.0,Wheat
52,34,32,37.0,54.0,7.6,70.0,Bajra
62,48,40,29.0,72.0,6.5,104.0,Ragi
66,40,38,22.0,58.0,7.4,76.0,Mustard
70,44,42,34.0,64.0,7.3,98.0,Jowar
64,80,52,27.0,65.0,7.4,88.0,Chickpea
52,62,38,33.0,70.0,6.9,104.0,Mungbean
64,70,48,24.0,62.0,7.5,86.0,Lentil
76,46,52,31.0,70.0,7.1,106.0,Pomegranate
54,42,84,29.0,67.0,6.7,118.0,Grapes
106,48,64,34.0,81.0,7.0,98.0,Muskmelon
46,36,40,22.0,71.0,6.5,144.0,Apple
110,60,86,30.0,82.0,6.8,172.0,Orange
136,58,144,34.0,99.0,6.7,346.0,Coconut
114,62,76,33.0,94.0,6.9,272.0,Jute
140,68,94,28.0,99.0,5.5,338.0,Tea
68,80,72,31.0,82.0,7.0,138.0,Soybean
76,56,48,30.0,75.0,6.6,118.0,Ragi
170,90,142,35.0,98.0,7.3,286.0,Banana
166,84,106,37.0,89.0,7.2,318.0,Sugarcane
142,78,72,34.0,97.0,6.7,322.0,Rice
126,72,62,31.0,82.0,6.9,154.0,Maize
70,84,56,28.0,67.0,7.5,94.0,Chickpea
62,76,46,26.0,74.0,6.8,140.0,Kidneybeans
66,72,50,33.0,78.0,7.2,126.0,Pigeonpeas
44,56,38,37.0,55.0,7.8,74.0,Mothbeans
58,66,42,34.0,72.0,7.0,112.0,Mungbean
64,70,48,35.0,76.0,7.3,124.0,Blackgram
70,74,52,25.0,64.0,7.6,92.0,Lentil
82,50,56,32.0,72.0,7.2,114.0,Pomegranate
176,94,148,36.0,99.0,7.4,302.0,Banana
100,52,74,33.0,81.0,7.0,220.0,Mango
60,46,90,30.0,69.0,6.8,126.0,Grapes
120,48,72,36.0,87.0,7.3,120.0,Watermelon
112,52,68,35.0,83.0,7.1,104.0,Muskmelon
52,40,44,23.0,73.0,6.6,152.0,Apple
116,64,92,31.0,84.0,6.9,180.0,Orange
136,74,110,37.0,94.0,7.1,208.0,Papaya
142,62,150,35.0,99.0,6.8,362.0,Coconut
132,74,90,35.0,76.0,7.7,150.0,Cotton
120,66,82,34.0,96.0,7.0,286.0,Jute
130,66,84,30.0,92.0,6.5,250.0,Coffee
172,88,112,38.0,91.0,7.3,334.0,Sugarcane
146,72,100,29.0,99.0,5.6,352.0,Tea
68,76,64,34.0,74.0,6.8,126.0,Groundnut
74,84,78,32.0,84.0,7.1,146.0,Soybean
120,76,102,35.0,96.0,6.9,232.0,Turmeric
112,64,56,26.0,68.0,7.2,110.0,Wheat
72,46,44,39.0,58.0,7.8,90.0,Bajra
82,60,52,31.0,77.0,6.7,126.0,Ragi
86,52,50,24.0,62.0,7.6,96.0,Mustard
90,56,54,36.0,68.0,7.5,118.0,Jowar
118,66,58,31.0,91.0,6.3,248.0,Rice
104,58,52,29.0,74.0,6.7,136.0,Maize
58,76,48,24.0,61.0,7.2,82.0,Chickpea
54,70,40,23.0,66.0,6.5,118.0,Kidneybeans
60,68,42,30.0,71.0,6.9,104.0,Pigeonpeas
36,48,30,34.0,48.0,7.4,58.0,Mothbeans
48,58,36,31.0,67.0,6.8,96.0,Mungbean
52,62,40,32.0,72.0,7.0,108.0,Blackgram
56,66,44,22.0,58.0,7.1,80.0,Lentil
68,40,48,29.0,63.0,6.8,92.0,Pomegranate
158,86,132,33.0,96.0,7.0,276.0,Banana
88,44,60,30.0,74.0,6.7,186.0,Mango
50,38,76,27.0,61.0,6.4,104.0,Grapes
102,42,60,33.0,79.0,6.9,96.0,Watermelon
96,46,56,32.0,76.0,6.7,88.0,Muskmelon
44,34,38,20.0,66.0,6.1,126.0,Apple
96,56,76,28.0,76.0,6.5,158.0,Orange
118,66,96,34.0,88.0,6.8,184.0,Papaya
126,54,136,32.0,96.0,6.4,318.0,Coconut
116,64,76,32.0,69.0,7.2,128.0,Cotton
104,58,68,31.0,91.0,6.6,244.0,Jute
114,58,72,27.0,86.0,6.1,214.0,Coffee
156,82,96,35.0,84.0,6.9,286.0,Sugarcane
128,64,88,26.0,96.0,5.2,308.0,Tea
56,66,54,31.0,67.0,6.5,104.0,Groundnut
62,74,66,29.0,76.0,6.8,124.0,Soybean
104,68,88,32.0,91.0,6.5,208.0,Turmeric
96,56,48,23.0,61.0,6.9,92.0,Wheat
58,40,36,36.0,52.0,7.4,72.0,Bajra
68,52,44,28.0,69.0,6.3,104.0,Ragi
72,46,42,21.0,54.0,7.1,74.0,Mustard
76,48,46,33.0,61.0,7.2,96.0,Jowar
132,74,66,33.0,95.0,6.6,286.0,Rice
116,64,58,30.0,79.0,6.8,148.0,Maize
64,82,52,26.0,65.0,7.4,90.0,Chickpea
58,74,44,25.0,70.0,6.7,128.0,Kidneybeans
62,70,46,31.0,74.0,7.0,116.0,Pigeonpeas
40,52,34,35.0,52.0,7.6,66.0,Mothbeans
54,62,40,32.0,70.0,6.9,104.0,Mungbean
58,66,44,33.0,74.0,7.1,116.0,Blackgram
62,70,48,24.0,62.0,7.3,88.0,Lentil
76,46,52,31.0,68.0,7.0,104.0,Pomegranate
168,92,142,35.0,98.0,7.2,294.0,Banana
94,48,68,32.0,78.0,6.9,204.0,Mango
56,42,84,29.0,66.0,6.6,118.0,Grapes
112,46,68,35.0,84.0,7.1,108.0,Watermelon
104,50,62,34.0,80.0,6.9,98.0,Muskmelon
48,38,42,22.0,70.0,6.3,140.0,Apple
106,60,84,30.0,80.0,6.7,170.0,Orange
128,72,104,36.0,92.0,7.0,196.0,Papaya
136,58,144,34.0,98.0,6.6,340.0,Coconut
124,70,84,34.0,73.0,7.5,142.0,Cotton
114,62,76,33.0,94.0,6.8,264.0,Jute
122,62,78,29.0,89.0,6.3,232.0,Coffee
166,86,104,37.0,88.0,7.1,312.0,Sugarcane
138,68,94,28.0,98.0,5.4,330.0,Tea
62,72,60,33.0,72.0,6.7,116.0,Groundnut
68,80,72,31.0,80.0,7.0,136.0,Soybean
114,72,96,34.0,94.0,6.7,220.0,Turmeric
104,60,52,25.0,66.0,7.1,102.0,Wheat
66,44,40,38.0,56.0,7.6,82.0,Bajra
76,56,48,30.0,74.0,6.5,116.0,Ragi
80,50,46,23.0,58.0,7.3,86.0,Mustard
84,52,50,35.0,66.0,7.4,108.0,Jowar
124,70,62,32.0,93.0,6.4,268.0,Rice
110,60,54,28.0,76.0,6.6,142.0,Maize
60,78,50,25.0,63.0,7.3,86.0,Chickpea
56,72,42,24.0,68.0,6.6,122.0,Kidneybeans
61,69,44,29.0,72.0,6.8,110.0,Pigeonpeas
38,50,32,36.0,50.0,7.5,62.0,Mothbeans
52,60,38,30.0,69.0,6.8,100.0,Mungbean
56,64,42,31.0,73.0,7.0,112.0,Blackgram
60,68,46,23.0,60.0,7.2,84.0,Lentil
72,44,50,30.0,66.0,6.9,98.0,Pomegranate
162,88,136,34.0,97.0,7.1,284.0,Banana
90,46,64,31.0,76.0,6.8,196.0,Mango
54,40,80,28.0,64.0,6.5,112.0,Grapes
108,44,64,34.0,82.0,7.0,102.0,Watermelon
100,48,60,33.0,78.0,6.8,94.0,Muskmelon
46,36,40,21.0,68.0,6.2,134.0,Apple
100,58,80,29.0,78.0,6.6,164.0,Orange
122,68,100,35.0,90.0,6.9,190.0,Papaya
130,56,140,33.0,97.0,6.5,328.0,Coconut
120,68,80,33.0,71.0,7.4,136.0,Cotton
108,60,72,32.0,92.0,6.7,254.0,Jute
118,60,76,28.0,87.0,6.2,224.0,Coffee
160,84,100,36.0,86.0,7.0,300.0,Sugarcane
132,66,90,27.0,97.0,5.3,320.0,Tea
60,70,58,32.0,70.0,6.6,110.0,Groundnut
66,78,70,30.0,78.0,6.9,130.0,Soybean
108,70,92,33.0,92.0,6.6,214.0,Turmeric
100,58,50,24.0,64.0,7.0,98.0,Wheat
62,42,38,37.0,54.0,7.5,78.0,Bajra
72,54,46,29.0,72.0,6.4,110.0,Ragi
76,48,44,22.0,56.0,7.2,82.0,Mustard
80,50,48,34.0,64.0,7.3,104.0,Jowar
146,82,74,37.0,99.0,6.8,326.0,Rice
128,70,64,33.0,85.0,7.1,168.0,Maize
72,88,58,29.0,70.0,7.6,102.0,Chickpea
66,80,50,28.0,75.0,7.0,142.0,Kidneybeans
70,76,52,34.0,79.0,7.2,128.0,Pigeonpeas
48,58,40,39.0,57.0,7.9,76.0,Mothbeans
62,68,44,35.0,75.0,7.1,116.0,Mungbean
66,72,48,36.0,79.0,7.4,128.0,Blackgram
70,76,54,26.0,67.0,7.6,100.0,Lentil
84,52,58,34.0,73.0,7.3,118.0,Pomegranate
182,98,154,38.0,99.0,7.5,338.0,Banana
106,56,74,35.0,83.0,7.2,236.0,Mango
64,48,94,32.0,71.0,6.9,134.0,Grapes
124,52,76,38.0,89.0,7.4,122.0,Watermelon
116,56,70,37.0,85.0,7.2,112.0,Muskmelon
56,44,48,24.0,75.0,6.6,156.0,Apple
118,66,92,33.0,85.0,7.0,188.0,Orange
142,78,116,39.0,95.0,7.2,218.0,Papaya
150,64,158,37.0,99.0,6.9,376.0,Coconut
138,76,94,37.0,78.0,7.8,158.0,Cotton
128,70,86,36.0,98.0,7.1,298.0,Jute
136,70,88,32.0,94.0,6.6,262.0,Coffee
180,94,120,40.0,93.0,7.4,348.0,Sugarcane
152,76,104,31.0,99.0,5.7,366.0,Tea
